dataset,method,train_size,n_runs,n_success,success_rate,method_success_rate,fallback_rate,mean_fallback_fraction,mean_repair_fraction,mean_raw_valid_rate,mean_runtime_seconds,tstr_f1_mean,tstr_f1_std,tstr_f1_min,tstr_f1_max,tstr_f1_n,tstr_balanced_accuracy_mean,tstr_balanced_accuracy_std,tstr_balanced_accuracy_min,tstr_balanced_accuracy_max,tstr_balanced_accuracy_n,tstr_roc_auc_mean,tstr_roc_auc_std,tstr_roc_auc_min,tstr_roc_auc_max,tstr_roc_auc_n,tstr_f1_gap_to_real_train_mean,tstr_f1_gap_to_real_train_std,tstr_f1_gap_to_real_train_min,tstr_f1_gap_to_real_train_max,tstr_f1_gap_to_real_train_n,tstr_f1_relative_to_real_train_mean,tstr_f1_relative_to_real_train_std,tstr_f1_relative_to_real_train_min,tstr_f1_relative_to_real_train_max,tstr_f1_relative_to_real_train_n,distribution_distance_mean_mean,distribution_distance_mean_std,distribution_distance_mean_min,distribution_distance_mean_max,distribution_distance_mean_n,numeric_fidelity_distance_mean,numeric_fidelity_distance_std,numeric_fidelity_distance_min,numeric_fidelity_distance_max,numeric_fidelity_distance_n,categorical_fidelity_distance_mean,categorical_fidelity_distance_std,categorical_fidelity_distance_min,categorical_fidelity_distance_max,categorical_fidelity_distance_n,target_distribution_distance_mean,target_distribution_distance_std,target_distribution_distance_min,target_distribution_distance_max,target_distribution_distance_n,target_conditioned_distribution_distance_mean,target_conditioned_distribution_distance_std,target_conditioned_distribution_distance_min,target_conditioned_distribution_distance_max,target_conditioned_distribution_distance_n,feature_target_mean_dependency_distance_mean,feature_target_mean_dependency_distance_std,feature_target_mean_dependency_distance_min,feature_target_mean_dependency_distance_max,feature_target_mean_dependency_distance_n,constraint_violation_rate_mean,constraint_violation_rate_std,constraint_violation_rate_min,constraint_violation_rate_max,constraint_violation_rate_n,duplicate_rate_mean,duplicate_rate_std,duplicate_rate_min,duplicate_rate_max,duplicate_rate_n,exact_train_duplicate_rate_mean,exact_train_duplicate_rate_std,exact_train_duplicate_rate_min,exact_train_duplicate_rate_max,exact_train_duplicate_rate_n,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_min,runtime_seconds_max,runtime_seconds_n,fallback_fraction_mean,fallback_fraction_std,fallback_fraction_min,fallback_fraction_max,fallback_fraction_n,repair_fraction_mean,repair_fraction_std,repair_fraction_min,repair_fraction_max,repair_fraction_n,raw_valid_rate_mean,raw_valid_rate_std,raw_valid_rate_min,raw_valid_rate_max,raw_valid_rate_n,primary_only_tstr_f1_mean,primary_only_tstr_f1_std,primary_only_tstr_f1_min,primary_only_tstr_f1_max,primary_only_tstr_f1_n,primary_only_distribution_distance_mean_mean,primary_only_distribution_distance_mean_std,primary_only_distribution_distance_mean_min,primary_only_distribution_distance_mean_max,primary_only_distribution_distance_mean_n,demographic_parity_difference_abs_mean,demographic_parity_difference_abs_std,demographic_parity_difference_abs_min,demographic_parity_difference_abs_max,demographic_parity_difference_abs_n,real_train_demographic_parity_difference_abs_mean,real_train_demographic_parity_difference_abs_std,real_train_demographic_parity_difference_abs_min,real_train_demographic_parity_difference_abs_max,real_train_demographic_parity_difference_abs_n,dpd_abs_difference_to_real_train_mean,dpd_abs_difference_to_real_train_std,dpd_abs_difference_to_real_train_min,dpd_abs_difference_to_real_train_max,dpd_abs_difference_to_real_train_n
pima,code_llm,100,3,3,1.0,1.0,0.0,0.0,0.0,,16.079471508661907,0.07636231091671224,0.08098561885612993,0.0,0.16129032258064516,3,0.5116049382716049,0.017143721264174874,0.5,0.5312962962962963,3,0.500679012345679,0.12942011286889582,0.4035185185185185,0.6475925925925927,3,0.41658241649321043,0.07795712582426749,0.33870967741935487,0.4946236559139785,3,0.15419846118493516,0.1617573851554743,0.0,0.3225806451612903,3,0.10161343443203875,0.00856660438931967,0.0918409902208699,0.1078267629266536,3,0.12716666666666668,0.00583809329604567,0.122,0.1335,3,,,,,0,0.007999999999999998,0.00529150262212917,0.0040000000000000036,0.013999999999999985,3,0.2017513765147411,0.0047345910696410505,0.19821946700491794,0.2071312715026311,3,0.03930349157207499,0.0023463147436112914,0.03764515899204331,0.04198809383958825,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,16.079471508661907,0.6790737189006057,15.536756992340088,16.840968370437622,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,ctgan,100,3,3,1.0,1.0,0.0,0.0,0.0,1.0,2.020189046859741,0.4147254839733418,0.1333258934896341,0.2608695652173913,0.49635036496350365,3,0.5724691358024692,0.02059167108694,0.5533333333333333,0.5942592592592593,3,0.5899382716049383,0.0038549370360483953,0.5868518518518518,0.5942592592592593,3,0.07821924343658086,0.1352843908097851,-0.012139838647714174,0.2337540906965872,3,0.8421315524402191,0.27375433882359496,0.5274102079395084,1.025071405902888,3,0.19603865321724814,0.018737912944320013,0.1819186982826538,0.21729650151057708,3,0.31016666666666665,0.02586302057636217,0.28975,0.33925,3,,,,,0,0.11600000000000003,0.03218695387886215,0.08600000000000005,0.15000000000000002,3,0.33778686346922226,0.029157025434446718,0.3159189032224851,0.3708901098901099,3,0.09316053691713859,0.01071282644173884,0.08301470339464606,0.10436217271022331,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,2.020189046859741,0.11554957514415223,1.8868789672851562,2.091642141342163,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,ctgan_strong,100,3,3,1.0,1.0,0.0,0.0,0.0,1.0,10.048504988352457,0.3008310113261947,0.1493558300735636,0.13114754098360656,0.41237113402061853,3,0.5255555555555556,0.04297852527852247,0.48444444444444446,0.5701851851851851,3,0.5792592592592593,0.0898153875506748,0.4892592592592593,0.6688888888888889,3,0.192113716083728,0.1414390006367073,0.08762886597938147,0.35306298533218294,3,0.6071143196228617,0.29539114641285885,0.270848182466144,0.8247422680412371,3,0.1711340301763852,0.016339112660182183,0.15227390032222068,0.1809979486907116,3,0.252,0.04216930163045151,0.20350000000000001,0.28,3,,,,,0,0.09200000000000001,0.0040000000000000036,0.088,0.096,3,0.28695415043217126,0.03911823889932815,0.2424171870366282,0.31574802738333185,3,0.06489197632252149,0.010700685904101196,0.0532596402544358,0.07431664086031277,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,10.048504988352457,0.1288404674606421,9.914025068283081,10.170846939086914,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,direct_icl,100,3,3,1.0,1.0,0.3333333333333333,0.0006666666666666666,0.0006666666666666666,,492.61156765619916,0.49351706494563635,0.04431497230423886,0.4444444444444444,0.5306122448979592,3,0.632962962962963,0.024368569110512578,0.6051851851851852,0.6507407407407407,3,0.7226543209876543,0.019366982684194654,0.7068518518518518,0.7442592592592593,3,-0.0005723375357137109,0.05175293180247561,-0.04640171858216974,0.05555555555555558,3,1.002232182356406,0.10487393318375605,0.8888888888888888,1.095829636202307,3,0.14990889973492105,0.0074367119960019375,0.14392609587551447,0.1582350208508966,3,0.23458333333333334,0.008647012971733847,0.22699999999999998,0.244,3,,,,,0,0.114,0.011135528725660038,0.10400000000000001,0.126,3,0.2483658579239747,0.007690400331011776,0.2438991625114973,0.25724591393736373,3,0.05511948942011685,0.0049542846629162555,0.04940322916589589,0.058173101133872876,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,492.61156765619916,3.215090639651595,488.91156911849976,494.72484612464905,3,0.0006666666666666666,0.0011547005383792516,0.0,0.002,3,0.0006666666666666666,0.0011547005383792516,0.0,0.002,3,,,,,0,0.49921507064364207,0.034962413581350216,0.46153846153846156,0.5306122448979592,3,0.15008059012771546,0.007232672275895844,0.14444116705389773,0.1582350208508966,3,,,,,0,,,,,0,,,,,0
pima,fallback_only,100,3,3,1.0,1.0,1.0,1.0,0.0,1.0,1.4046757221221924,0.4874170670327156,0.031460244036547916,0.45161290322580644,0.5106382978723404,3,0.6243827160493828,0.0189761359531128,0.6044444444444445,0.6422222222222222,3,0.7467901234567901,0.010503989269830108,0.7348148148148147,0.7544444444444445,3,0.005527660377207051,0.037117531456017115,-0.016014641958361886,0.04838709677419356,3,0.9894039768036366,0.07463257435639636,0.9032258064516129,1.0326086956521738,3,0.09777087576493261,0.004776509876411381,0.09227203817656536,0.10089061264134418,3,0.1105,0.005517019122678469,0.10525000000000001,0.11624999999999999,3,,,,,0,0.01733333333333333,0.010066445913694329,0.008000000000000007,0.027999999999999997,3,0.12947418684459835,0.010091403381378159,0.11856691147764636,0.13847887088905053,3,0.013382792945964042,0.004681876160577071,0.008104303223485407,0.01703353376381686,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.4046757221221924,0.22514077411668065,1.197328805923462,1.6441571712493896,3,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,code_llm,500,3,3,1.0,1.0,0.0,0.0,0.0,,15.694764137268066,0.05656565656565656,0.06892412973427062,0.0,0.13333333333333333,3,0.5120987654320988,0.013740358052639031,0.5,0.527037037037037,3,0.5017283950617285,0.12486609196911587,0.41481481481481486,0.644814814814815,3,0.44339701607338783,0.07781734323353959,0.3560283687943262,0.5052631578947369,3,0.11481115502854633,0.1411937290761901,0.0,0.27246376811594203,3,0.09804062723104699,0.003880833790590623,0.09414698255315933,0.1019085219923523,3,0.125,0.004500000000000004,0.1205,0.1295,3,,,,,0,0.00999999999999999,0.009999999999999995,0.0,0.01999999999999999,3,0.18412542329445983,0.002243846312998537,0.18205477399337144,0.1865095084427514,3,0.037579548014526135,0.0009367994852008312,0.03701206946634845,0.03866082684781637,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,15.694764137268066,0.07141371167456025,15.62706470489502,15.76938772201538,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,ctgan,500,3,3,1.0,1.0,0.0,0.0,0.0,1.0,7.399592320124309,0.2814676399452167,0.1697153934467375,0.0967741935483871,0.4305555555555556,3,0.5133950617283951,0.028207377580646134,0.49203703703703705,0.5453703703703704,3,0.48401234567901236,0.057535500263582506,0.42055555555555557,0.5327777777777778,3,0.21849503269382775,0.16109222680275453,0.07470760233918128,0.3925875085792725,3,0.5591459382798402,0.3325107352264436,0.19775596072931276,0.8521412037037037,3,0.20528085006667296,0.01905301707126282,0.18336954279750597,0.21795068567378592,3,0.3289166666666667,0.043700924856727365,0.28300000000000003,0.37,3,,,,,0,0.12133333333333335,0.014468356276140466,0.11200000000000002,0.138,3,0.3657020710561149,0.038832970036489514,0.3220198672817647,0.39631234433612983,3,0.09561189251116005,0.02507310572164235,0.06911929245759987,0.11897091904122459,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,7.399592320124309,0.02782623413983064,7.368926048278809,7.42323112487793,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,ctgan_strong,500,3,3,1.0,1.0,0.0,0.0,0.0,1.0,11.641883293787638,0.3812713544027662,0.2047423171972963,0.14492753623188406,0.5045045045045045,3,0.5393209876543209,0.06513580129915106,0.4962962962962963,0.6142592592592593,3,0.5277160493827161,0.12305779661495438,0.41055555555555556,0.6559259259259259,3,0.11869131823627822,0.20967424345526117,-0.0151428023768449,0.3603356216628528,3,0.765414718577884,0.41529134231873954,0.28683574879227053,1.0309439874657265,3,0.1656718662170002,0.017255594850004156,0.14709637844416,0.18120212515172318,3,0.23,0.053858030970320485,0.1685,0.26875000000000004,3,,,,,0,0.11933333333333335,0.003055050463303884,0.11600000000000002,0.122,3,0.26835104196351084,0.04700961172835191,0.2149502738099171,0.3034877798323792,3,0.06672874453999454,0.020971277137138696,0.04475410349799714,0.08652690089360292,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,11.641883293787638,0.09809572491305897,11.533421039581299,11.724393844604492,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
pima,direct_icl,500,3,3,1.0,1.0,0.3333333333333333,0.008,0.008,,492.0528317292531,0.4946461312797947,0.005566527667184007,0.4888888888888889,0.5,3,0.6348765432098765,0.014018326890090685,0.6214814814814815,0.6494444444444445,3,0.7185185185185184,0.030595932917809668,0.6835185185185185,0.7401851851851852,3,0.005316541359249786,0.011031132792655964,-0.005687802822835486,0.016374269005847986,3,0.9895996091155009,0.02201515892624289,0.9675925925925926,1.0116229014205769,3,0.13636872043737572,0.012979199626711797,0.1270510555431882,0.15119344997423756,3,0.223,0.017537459907295574,0.21025000000000002,0.243,3,,,,,0,0.09333333333333334,0.018036999011291566,0.07600000000000004,0.11200000000000002,3,0.24875531171682944,0.010582543123493285,0.24080128363632702,0.26076602334483745,3,0.05983682326612738,0.005042851419336846,0.0541148185893092,0.06363289100137284,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,492.0528317292531,4.793252608332793,487.8433401584625,497.2697160243988,3,0.008,0.013856406460551019,0.0,0.024,3,0.008,0.013856406460551019,0.0,0.024,3,,,,,0,0.4805899063801962,0.01994876079137249,0.4578313253012048,0.49504950495049505,3,0.13733073402800902,0.012014361098793376,0.12993709631508812,0.15119344997423756,3,,,,,0,,,,,0,,,,,0
pima,fallback_only,500,3,3,1.0,1.0,1.0,1.0,0.0,1.0,1.242695728937785,0.4906367041198502,0.016217704190719832,0.47191011235955055,0.5,3,0.6334567901234568,0.007804920305711589,0.6244444444444445,0.637962962962963,3,0.7532716049382716,0.0050182565646179535,0.7485185185185186,0.7585185185185186,3,0.009325968519194242,0.022275309118559718,-0.010638297872340441,0.03335304553518631,3,0.9817704092710201,0.044393840081596324,0.9339887640449438,1.0217391304347827,3,0.0958321369100645,0.0025702708514523443,0.09361601561653776,0.09864984578354254,3,0.11608333333333332,0.003013856886670864,0.11324999999999999,0.11925000000000001,3,,,,,0,0.02066666666666665,0.015011106998930242,0.006000000000000005,0.03599999999999995,3,0.1304758919390252,0.0041847706084088936,0.12610135924456858,0.134440769836579,3,0.013664036036014677,0.0025763429512376656,0.010912755973127714,0.016019669186853665,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,3,1.242695728937785,0.06733818065430332,1.2023398876190186,1.320432186126709,3,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,1.0,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
